Time,Freq,Mass
0.0,0.0,-0.03
0.1,0.0,-0.08
0.2,0.0,-0.1
0.30000000000000004,0.0,4.41
0.4,0.0,31.58
0.5,0.0,30.09
0.6000000000000001,0.0,25.09
0.7000000000000001,40.0,23.66
0.8,40.0,20.97
0.9,40.0,24.67
1.0,40.0,24.23
1.1,0.0,23.04
1.2000000000000002,0.0,23.48
1.3,0.0,23.41
1.4000000000000001,0.0,23.24
1.5,0.0,22.93
1.6,0.0,22.83
1.7000000000000002,0.0,22.62
1.8,40.0,22.4
1.9000000000000001,0.0,22.34
