Time,Freq,Mass
0.0,0.0,0.16
0.1,0.0,0.06
0.2,0.0,2.86
0.30000000000000004,0.0,22.65
0.4,0.0,12.36
0.5,40.0,15.25
0.6000000000000001,40.0,17.98
0.7000000000000001,0.0,21.54
0.8,0.0,17.91
0.9,0.0,18.99
1.0,0.0,17.01
1.1,0.0,20.07
1.2000000000000002,0.0,19.44
1.3,0.0,19.98
1.4000000000000001,0.0,19.47
1.5,0.0,19.65
1.6,0.0,19.49
1.7000000000000002,0.0,19.28
1.8,0.0,19.1
1.9000000000000001,40.0,18.86
