Time,Freq,Mass
0.0,0.0,-0.23
0.1,0.0,-0.54
0.2,0.0,-0.69
0.30000000000000004,0.0,138.02
0.4,0.0,207.27
0.5,0.0,213.23
0.6000000000000001,0.0,148.51
0.7000000000000001,0.0,174.58
0.8,0.0,163.58
0.9,0.0,188.3
1.0,0.0,199.77
1.1,0.0,199.98
1.2000000000000002,0.0,199.89
1.3,0.0,199.17
1.4000000000000001,0.0,199.24
1.5,0.0,199.6
1.6,0.0,200.18
1.7000000000000002,0.0,200.19
1.8,0.0,199.83
1.9000000000000001,0.0,200.26
