Time,Freq,Mass
0.0,0.0,0.01
0.1,0.0,0.0
0.2,0.0,0.77
0.30000000000000004,0.0,113.93
0.4,40.0,315.44
0.5,40.0,183.53
0.6000000000000001,40.0,203.73
0.7000000000000001,40.0,197.43
0.8,40.0,199.99
0.9,40.0,201.13
1.0,80.0,198.81
1.1,40.0,198.13
1.2000000000000002,40.0,197.06
1.3,40.0,197.97
1.4000000000000001,40.0,199.27
1.5,40.0,199.96
1.6,40.0,200.27
1.7000000000000002,40.0,200.15
1.8,40.0,199.93
1.9000000000000001,40.0,199.79
