Time,Freq,Mass
0.0,0.0,-0.01
0.1,0.0,0.1
0.2,280.0,0.23
0.30000000000000004,360.0,6.85
0.4,600.0,22.43
0.5,680.0,9.22
0.6000000000000001,1040.0,16.98
0.7000000000000001,1120.0,10.51
0.8,1200.0,13.42
0.9,1200.0,12.99
1.0,1160.0,12.74
1.1,1200.0,12.71
1.2000000000000002,1160.0,12.76
1.3,1160.0,12.58
1.4000000000000001,1200.0,12.4
1.5,1160.0,12.42
1.6,1200.0,12.58
1.7000000000000002,1160.0,12.59
1.8,1160.0,12.57
1.9000000000000001,1200.0,12.57
