Time,Freq,Mass
0.0,40.0,0.03
0.1,120.0,0.15
0.2,520.0,0.14
0.30000000000000004,880.0,11.89
0.4,1040.0,19.03
0.5,960.0,12.64
0.6000000000000001,1120.0,14.6
0.7000000000000001,1240.0,12.94
0.8,1360.0,13.37
0.9,1480.0,14.19
1.0,1440.0,14.33
1.1,1440.0,14.25
1.2000000000000002,1400.0,14.04
1.3,1440.0,13.85
1.4000000000000001,1400.0,13.78
1.5,1400.0,13.82
1.6,1400.0,13.9
1.7000000000000002,1360.0,13.82
1.8,1360.0,13.78
1.9000000000000001,1360.0,13.75
