Time,Freq,Mass
0.0,0.0,0.15
0.1,40.0,0.17
0.2,320.0,0.16
0.30000000000000004,360.0,4.19
0.4,600.0,21.65
0.5,720.0,14.49
0.6000000000000001,960.0,12.19
0.7000000000000001,1120.0,15.45
0.8,1120.0,15.04
0.9,1120.0,14.04
1.0,1120.0,14.06
1.1,1160.0,13.75
1.2000000000000002,1160.0,13.5
1.3,1160.0,13.33
1.4000000000000001,1160.0,13.24
1.5,1160.0,13.29
1.6,1160.0,13.2
1.7000000000000002,1160.0,13.2
1.8,1160.0,13.17
1.9000000000000001,1160.0,13.25
