Time,Freq,Mass
0.0,0.0,0.13
0.1,0.0,0.31
0.2,0.0,0.26
0.30000000000000004,0.0,9.52
0.4,0.0,20.86
0.5,0.0,16.72
0.6000000000000001,0.0,21.38
0.7000000000000001,0.0,21.44
0.8,0.0,20.35
0.9,0.0,19.98
1.0,0.0,20.43
1.1,0.0,19.57
1.2000000000000002,0.0,20.2
1.3,0.0,20.26
1.4000000000000001,0.0,20.29
1.5,0.0,20.07
1.6,0.0,20.14
1.7000000000000002,0.0,20.19
1.8,0.0,20.18
1.9000000000000001,0.0,20.23
